Language,Chapter ID,Chapter Name,Chapter Name (Local Script),Lesson ID,Lesson Number,Word,Translation,Pronunciation,Example,Example Translation,Difficulty
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_5,5,تبدیل,Exchange / Change,tabdeel,یہ تبدیل کر دیں,Exchange this,medium
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_5,5,نقد,Cash,naqad,نقد رقم دیں,Give cash,medium
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_5,5,کارڈ,Card,card,کارڈ سے ادائیگی,Payment by card,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_5,5,آن لائن,Online,online,آن لائن خریداری کی,Did online shopping,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_5,5,ڈیلیوری,Delivery,delivery,ڈیلیوری کب ہوگی؟,When will delivery be?,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_5,5,آرڈر,Order,order,آرڈر دے دیا,Placed the order,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_5,5,مفت,Free,muft,یہ مفت ہے,This is free,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_5,5,سیل,Sale,sale,سیل لگی ہوئی ہے,There is a sale going on,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_5,5,بچت,Savings,bachat,بچت کرنی چاہیے,One should save,medium
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_5,5,قسط,Installment,qist,قسطوں پر خریدا,Bought on installments,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_1,1,خوش,Happy,khush,میں بہت خوش ہوں,I am very happy,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_1,1,خوشی,Happiness,khushi,خوشی کی بات ہے,It's a matter of happiness,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_1,1,غمگین,Sad,ghamgeen,وہ غمگین ہے,He/She is sad,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_1,1,غم,Sadness / Grief,gham,غم نہ کرو,Don't be sad,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_1,1,غصہ,Anger,gussa,غصہ نہ کرو,Don't be angry,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_1,1,ناراض,Upset / Angry,naraz,وہ مجھ سے ناراض ہے,He/She is upset with me,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_1,1,ڈر,Fear,dar,مجھے ڈر لگتا ہے,I feel scared,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_1,1,ڈرنا,To be afraid,darna,ڈرو نہیں,Don't be afraid,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_1,1,پیار,Love,pyar,مجھے تم سے پیار ہے,I love you,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_1,1,محبت,Love / Affection,mohabbat,محبت بڑی چیز ہے,Love is a big thing,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_2,2,نفرت,Hatred,nafrat,نفرت اچھی نہیں,Hatred is not good,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_2,2,حیرت,Surprise / Wonder,hairat,مجھے حیرت ہوئی,I was surprised,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_2,2,حیران,Surprised / Amazed,hairaan,میں حیران ہوں,I am surprised,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_2,2,پریشان,Worried / Troubled,pareshaan,پریشان نہ ہو,Don't worry,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_2,2,فکر,Worry / Concern,fikar,فکر کی بات نہیں,Nothing to worry about,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_2,2,خوف,Fear,khauf,خوف سے کانپ رہا ہے,Trembling with fear,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_2,2,امید,Hope,umeed,امید رکھو,Have hope,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_2,2,ناامید,Hopeless,na-umeed,ناامید نہ ہو,Don't lose hope,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_2,2,اعتماد,Confidence / Trust,aitemaad,مجھے اعتماد ہے,I have confidence,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_2,2,شرم,Shame / Shyness,sharm,شرم آتی ہے,Feel ashamed/shy,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_3,3,شرمندہ,Embarrassed / Ashamed,sharminda,میں شرمندہ ہوں,I am embarrassed,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_3,3,جلن,Jealousy / Burning,jalan,جلن اچھی نہیں,Jealousy is not good,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_3,3,حسد,Envy,hasad,حسد نہ کرو,Don't be envious,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_3,3,اکیلا,Lonely / Alone,akela,میں اکیلا ہوں,I am alone,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_3,3,تنہا,Lonely,tanha,تنہائی اچھی نہیں,Loneliness is not good,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_3,3,بوریت,Boredom,boreeyat,بوریت ہو رہی ہے,Getting bored,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_3,3,تھکاوٹ,Tiredness / Fatigue,thakawat,تھکاوٹ محسوس ہو رہی ہے,Feeling tired,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_3,3,آرام,Rest / Comfort,aaraam,آرام کرو,Take rest,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_3,3,سکون,Peace / Calm,sukoon,دل کو سکون ملا,Heart found peace,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_3,3,بے چین,Restless / Uneasy,be-chain,دل بے چین ہے,Heart is restless,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_4,4,مایوس,Disappointed,mayoos,مایوس نہ ہو,Don't be disappointed,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_4,4,شکر گزار,Grateful / Thankful,shukar-guzaar,میں شکر گزار ہوں,I am grateful,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_4,4,فخر,Pride,fakhr,مجھے فخر ہے,I am proud,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_4,4,ندامت,Regret,nadaamat,ندامت ہو رہی ہے,Feeling regret,hard
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_4,4,افسوس,Sorrow / Regret,afsoos,بہت افسوس ہوا,Very sorry to hear,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_4,4,جوش,Enthusiasm / Excitement,josh,جوش میں آ گیا,Got excited,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_4,4,پرجوش,Enthusiastic / Excited,pur-josh,وہ بہت پرجوش ہے,He/She is very enthusiastic,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_4,4,اداس,Sad / Gloomy,udaas,آج دل اداس ہے,Heart is sad today,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_4,4,مطمئن,Satisfied / Content,mutmaeen,میں مطمئن ہوں,I am satisfied,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_4,4,بے صبر,Impatient,be-sabar,بے صبر نہ ہو,Don't be impatient,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_5,5,صبر,Patience,sabar,صبر کرو,Have patience,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_5,5,شوق,Passion / Interest,shauq,مجھے پڑھنے کا شوق ہے,I have passion for reading,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_5,5,دلچسپی,Interest,dilchaspi,مجھے دلچسپی ہے,I am interested,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_5,5,رونا,To cry,rona,رونا نہیں,Don't cry,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_5,5,ہنسنا,To laugh,hansna,ہنسنا صحت کے لیے اچھا ہے,Laughing is good for health,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_5,5,مسکرانا,To smile,muskurana,ہمیشہ مسکراتے رہو,Always keep smiling,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_5,5,چیخنا,To scream,cheekhna,چیخو نہیں,Don't scream,medium
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_5,5,خاموش,Silent / Quiet,khamosh,خاموش رہو,Stay quiet,easy
Urdu,urdu_ch7,Emotions & Feelings,جذبات اور احساسات,urdu_ch7_lesson_5,5,بولنا,To speak,bolna,کچھ بولو,Say something,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_1,1,موسم,Weather / Season,mausam,آج موسم اچھا ہے,Today the weather is nice,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_1,1,گرمی,Heat / Summer,garmi,گرمی بہت ہے,It is very hot,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_1,1,سردی,Cold / Winter,sardi,سردی لگ رہی ہے,Feeling cold,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_1,1,بارش,Rain,baarish,بارش ہو رہی ہے,It is raining,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_1,1,برف,Snow / Ice,barf,پہاڑوں پر برف ہے,There is snow on the mountains,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_1,1,دھوپ,Sunshine,dhoop,دھوپ نکل آئی,The sun came out,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_1,1,سورج,Sun,suraj,سورج نکل رہا ہے,The sun is rising,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_1,1,چاند,Moon,chaand,چاند نکلا ہے,The moon has risen,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_1,1,ستارے,Stars,sitaray,آسمان پر ستارے ہیں,There are stars in the sky,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_1,1,آسمان,Sky,aasmaan,آسمان نیلا ہے,The sky is blue,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_2,2,بادل,Cloud,baadal,بادل چھائے ہیں,Clouds have gathered,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_2,2,ہوا,Wind / Air,hawa,ہوا چل رہی ہے,The wind is blowing,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_2,2,آندھی,Storm / Dust storm,aandhi,آندھی آ رہی ہے,A storm is coming,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_2,2,طوفان,Typhoon / Storm,toofaan,سمندر میں طوفان آیا,There was a storm in the sea,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_2,2,بجلی,Lightning / Electricity,bijli,بجلی چمک رہی ہے,Lightning is flashing,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_2,2,گرج,Thunder,garaj,گرج کی آواز آئی,Heard the sound of thunder,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_2,2,اولے,Hailstones,olay,اولے پڑ رہے ہیں,Hailstones are falling,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_2,2,کہرا,Fog / Mist,kohra,کہرا چھایا ہوا ہے,Fog has covered,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_2,2,دھند,Fog,dhund,دھند میں کچھ نظر نہیں آتا,Can't see anything in the fog,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_2,2,قوس قزح,Rainbow,qaus-e-qazah,قوس قزح نکل آیا,A rainbow appeared,hard
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_3,3,بہار,Spring,bahaar,بہار کا موسم ہے,It's spring season,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_3,3,خزاں,Autumn,khizaan,خزاں میں پتے گرتے ہیں,Leaves fall in autumn,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_3,3,پتہ,Leaf,patta,پتے سبز ہیں,Leaves are green,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_3,3,پھول,Flower,phool,پھول خوشبودار ہے,The flower is fragrant,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_3,3,گھاس,Grass,ghaas,گھاس ہری ہے,The grass is green,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_3,3,درخت,Tree,darakht,درخت بڑا ہے,The tree is big,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_3,3,پودا,Plant,poda,پودے کو پانی دو,Water the plant,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_3,3,بیج,Seed,beej,بیج بویا,Planted a seed,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_3,3,جڑ,Root,jarr,درخت کی جڑیں مضبوط ہیں,The tree's roots are strong,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_3,3,شاخ,Branch,shaakh,شاخ پر پرندہ بیٹھا ہے,A bird is sitting on the branch,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_4,4,تنا,Trunk (of tree),tana,درخت کا تنا موٹا ہے,The trunk of the tree is thick,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_4,4,پرندہ,Bird,parinda,پرندہ اڑ رہا ہے,The bird is flying,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_4,4,چڑیا,Sparrow / Small bird,chirya,چڑیا چہچہا رہی ہے,The sparrow is chirping,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_4,4,کوا,Crow,kawa,کوا کالا ہے,The crow is black,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_4,4,مور,Peacock,mor,مور ناچ رہا ہے,The peacock is dancing,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_4,4,تتلی,Butterfly,titli,تتلی رنگین ہے,The butterfly is colorful,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_4,4,مکھی,Fly,makkhi,مکھی اڑ رہی ہے,The fly is flying,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_4,4,مچھر,Mosquito,machhar,مچھر کاٹ رہا ہے,The mosquito is biting,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_4,4,شہد کی مکھی,Bee,shehad-ki-makkhi,شہد کی مکھی شہد بناتی ہے,Bees make honey,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_4,4,چیونٹی,Ant,chyunti,چیونٹی چھوٹی ہے,The ant is small,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_5,5,مٹی,Soil / Earth,mitti,مٹی زرخیز ہے,The soil is fertile,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_5,5,پتھر,Stone / Rock,pathar,پتھر سخت ہے,The stone is hard,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_5,5,ریت,Sand,ret,ریت نرم ہے,The sand is soft,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_5,5,ندی,Stream / Small river,nadi,ندی بہہ رہی ہے,The stream is flowing,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_5,5,چشمہ,Spring (water),chashma,چشمے کا پانی صاف ہے,Spring water is clean,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_5,5,آبشار,Waterfall,aabshaar,آبشار خوبصورت ہے,The waterfall is beautiful,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_5,5,وادی,Valley,waadi,وادی سرسبز ہے,The valley is green,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_5,5,ٹھنڈ,Chill / Cold,thand,ٹھنڈ لگ رہی ہے,Feeling chilly,easy
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_5,5,نمی,Humidity / Moisture,nami,ہوا میں نمی ہے,There is humidity in the air,medium
Urdu,urdu_ch8,Weather & Nature,موسم اور فطرت,urdu_ch8_lesson_5,5,خشک,Dry,khushk,موسم خشک ہے,The weather is dry,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_1,1,سر,Head,sar,سر میں درد ہے,I have a headache,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_1,1,بال,Hair,baal,بال کالے ہیں,Hair is black,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_1,1,چہرہ,Face,chehra,چہرہ دھویا,Washed the face,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_1,1,آنکھ,Eye,aankh,آنکھیں بند کرو,Close your eyes,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_1,1,کان,Ear,kaan,کان سے سنو,Listen with ears,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_1,1,ناک,Nose,naak,ناک بند ہے,Nose is blocked,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_1,1,منہ,Mouth,muh,منہ کھولو,Open your mouth,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_1,1,ہونٹ,Lips,honth,ہونٹ خشک ہیں,Lips are dry,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_1,1,دانت,Teeth / Tooth,daant,دانت صاف کرو,Clean your teeth,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_1,1,زبان,Tongue,zubaan,زبان دکھاؤ,Show your tongue,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_2,2,گلا,Throat,gala,گلا خراب ہے,Throat is sore,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_2,2,گردن,Neck,gardan,گردن میں درد ہے,Neck is paining,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_2,2,کندھا,Shoulder,kandha,کندھے پر ہاتھ رکھو,Put hand on shoulder,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_2,2,بازو,Arm,baazu,بازو مضبوط ہیں,Arms are strong,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_2,2,کہنی,Elbow,kohni,کہنی لگ گئی,Hit the elbow,medium
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_2,2,کلائی,Wrist,kalai,کلائی پر گھڑی ہے,Watch is on the wrist,medium
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_2,2,ہاتھ,Hand,haath,ہاتھ دھوئے,Washed hands,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_2,2,انگلی,Finger,ungli,انگلی کٹ گئی,Finger got cut,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_2,2,انگوٹھا,Thumb,angootha,انگوٹھا بڑا ہے,Thumb is big,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_2,2,ناخن,Nail,nakhun,ناخن کاٹو,Cut your nails,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_3,3,سینہ,Chest,seena,سینے میں درد ہے,Chest is paining,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_3,3,دل,Heart,dil,دل کی دھڑکن,Heartbeat,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_3,3,پھیپھڑے,Lungs,phephray,پھیپھڑوں سے سانس لیتے ہیں,We breathe with lungs,medium
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_3,3,پیٹ,Stomach,pait,پیٹ میں درد ہے,Stomach is aching,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_3,3,کمر,Back / Waist,kamar,کمر درد کر رہی ہے,Back is hurting,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_3,3,ٹانگ,Leg,taang,ٹانگ میں درد ہے,Leg is hurting,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_3,3,گھٹنا,Knee,ghutna,گھٹنا موڑو,Bend your knee,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_3,3,پاؤں,Foot,paon,پاؤں دھوئے,Washed feet,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_3,3,ایڑی,Heel,airi,ایڑی میں درد ہے,Heel is hurting,medium
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_3,3,پنجہ,Toe / Claw,panja,پنجے کی انگلیاں,Toes,medium
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_4,4,ہڈی,Bone,haddi,ہڈی ٹوٹ گئی,Bone is broken,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_4,4,جلد,Skin,jild,جلد نرم ہے,Skin is soft,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_4,4,خون,Blood,khoon,خون نکل رہا ہے,Blood is coming out,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_4,4,صحت,Health,sehat,صحت اچھی ہے,Health is good,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_4,4,بیماری,Illness / Disease,beemari,بیماری ٹھیک ہو گئی,Illness is cured,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_4,4,بیمار,Sick / Ill,beemaar,میں بیمار ہوں,I am sick,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_4,4,تندرست,Healthy,tandrust,تندرست رہو,Stay healthy,medium
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_4,4,درد,Pain,dard,درد ہو رہا ہے,Feeling pain,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_4,4,زخم,Wound / Injury,zakhm,زخم پر پٹی لگاؤ,Put bandage on wound,medium
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_4,4,بخار,Fever,bukhaar,بخار ہو گیا,Got fever,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_5,5,کھانسی,Cough,khaansi,کھانسی آ رہی ہے,Having cough,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_5,5,زکام,Cold (illness),zukaam,زکام ہو گیا,Got cold,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_5,5,دوائی,Medicine,dawai,دوائی کھا لو,Take the medicine,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_5,5,گولی,Tablet / Pill,goli,گولی کھا لی,Took the pill,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_5,5,ٹیکہ,Injection / Vaccine,teeka,ٹیکہ لگوایا,Got the injection,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_5,5,پٹی,Bandage,patti,پٹی باندھ دی,Tied the bandage,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_5,5,ڈاکٹر,Doctor,doctor,ڈاکٹر کو دکھایا,Showed to the doctor,easy
Urdu,urdu_ch9,Body Parts & Health,جسم کے اعضاء اور صحت,urdu_ch9_lesson_5,5,مریض,Patient,mareez,مریض ہسپتال میں ہے,Patient is in the hospital,medium
